given_lat,given_lon,distance,formatted,lat,lon,name,housenumber,street,postcode,suburb,city,county,state,state_code,country,country_code,attribution,attribution_license,attribution_url
47.6415,-122.315,10.212557089681233,"2509 Boyer Avenue East, Seattle, WA 98102, United States of America",47.6416756,-122.31499023250244,,2509,Boyer Avenue East,98102,Montlake,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6775,-122.372,9.515556503335581,"6549 12th Avenue Northwest, Seattle, WA 98117, United States of America",47.67749165,-122.37222538291215,,6549,12th Avenue Northwest,98117,Ballard,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7731,-122.08,9.070238713031513,"20036 194th Avenue NE, Woodinville, WA 98077, United States of America",47.773124,-122.079884,,20036,194th Avenue NE,98077,,Woodinville,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.5814,-122.196,12.354188115742348,"3156 108th Avenue SE, Bellevue, WA 98004, United States of America",47.581371,-122.196159,,3156,108th Avenue SE,98004,,Bellevue,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.4375,-122.184,4.274744360642905,"18415 118th Avenue Southeast, Renton, WA 98058, United States of America",47.4375369,-122.18386934796439,,18415,118th Avenue Southeast,98058,Benson Hill,Renton,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4431,-122.133,15.130113587170175,"15616 Southeast 177th Place, Renton, WA 98058, United States of America",47.4433065,-122.13301553337192,,15616,Southeast 177th Place,98058,Fairwood,Renton,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6878,-122.38,14.033708552603786,"8026 18th Avenue Northwest, Seattle, WA 98117, United States of America",47.68768765,-122.37979522574199,,8026,18th Avenue Northwest,98117,Ballard,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3813,-122.322,0,"24521 9th Place South, Des Moines, WA 98198, United States of America",47.38127675,-122.32199647183477,,24521,9th Place South,98198,Zenith,Des Moines,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7304,-122.082,14.411865119453106,"19166 Northeast 143rd Place, Cottage Lake, WA 98077, United States of America",47.73027449391974,-122.08204809894642,,19166,Northeast 143rd Place,98077,,Cottage Lake,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6417,-122.109,5.778075252085391,"17245 NE 36th Street, Redmond, WA 98052, United States of America",47.64175,-122.108979,,17245,NE 36th Street,98052,,Redmond,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.5386,-122.053,14.064219679306877,"970 NW Honeywood Court, Issaquah, WA 98027, United States of America",47.538485,-122.053078,,970,NW Honeywood Court,98027,,Issaquah,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.6823,-122.349,5.037066899501307,"719 North 74th Street, Seattle, WA 98103, United States of America",47.682344,-122.348984,,719,North 74th Street,98103,Phinney Ridge,Seattle,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.3624,-122.031,9.257969832042901,"26707 233rd Court Southeast, Maple Valley, WA 98038, United States of America",47.3623753,-122.0312000495618,,26707,233rd Court Southeast,98038,Fernwood Estates,Maple Valley,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5474,-122.295,3.2059314313108,"Chief Sealth Trail, Seattle, WA 98108, United States of America",47.5480017,-122.2954739,Chief Sealth Trail,,Chief Sealth Trail,98108,Rainier Valley,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3183,-122.253,0,"1119 R Street Northwest, Auburn, WA 98001, United States of America",47.3183549,-122.25295584999999,,1119,R Street Northwest,98001,West Hill,Auburn,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6981,-122.368,8.275281949569756,"Genesis HealthCare - Ballard Center, 820 Northwest 95th Street, Seattle, WA 98117, United States of America",47.69846245,-122.36710903619405,Genesis HealthCare - Ballard Center,820,Northwest 95th Street,98117,Crown Hill,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6824,-122.347,4.798792417170205,"767 North 74th Street, Seattle, WA 98103, United States of America",47.68238435,-122.34712219418243,,767,North 74th Street,98103,Greenwood,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5009,-122.248,9.354259119990486,"11440 69th Place South, Seattle, WA 98178, United States of America",47.5009197,-122.24780558440322,,11440,69th Place South,98178,Rainier View,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4965,-122.303,6.712673537557627,"11834 Military Road South, Burien, WA 98168, United States of America",47.4964517,-122.3029464,,11834,Military Road South,98168,Boulevard Park,Burien,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.587,-122.294,0,"1733 30th Avenue South, Seattle, WA 98144, United States of America",47.5870004,-122.29402067372513,,1733,30th Avenue South,98144,Mount Baker,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7728,-122.386,3.768325640888866,"2148 NW 197th Street, Seattle, WA 98177, United States of America",47.772808,-122.386049,,2148,NW 197th Street,98177,,Seattle,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.7288,-122.226,3.551631615075709,"8621 Northeast 142nd Street, Kirkland, WA 98034, United States of America",47.72882045,-122.22589060034903,,8621,Northeast 142nd Street,98034,Simonds Estates,Kirkland,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6999,-122.364,0,"612 Northwest 97th Street, Seattle, WA 98117, United States of America",47.69986075,-122.36399674868744,,612,Northwest 97th Street,98117,Greenwood,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5299,-122.266,0,"7958 Seward Park Avenue South, Seattle, WA 98118, United States of America",47.529871650000004,-122.26600650310016,,7958,Seward Park Avenue South,98118,Dunlap,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6897,-122.098,0.9646524670113991,"18322 Northeast 99th Way, Redmond, WA 98052, United States of America",47.68959755,-122.09797958460601,,18322,Northeast 99th Way,98052,,Redmond,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6141,-122.212,5.382378694860825,"102 96th Avenue NE, Bellevue, WA 98004, United States of America",47.614064,-122.211952,,102,96th Avenue NE,98004,,Bellevue,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.5091,-122.244,17.942782291505637,"7218 South Rustic Road, Seattle, WA 98178, United States of America",47.508921099999995,-122.24379859186493,,7218,South Rustic Road,98178,Lakeridge,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3129,-122.39,7.406823930472678,"32219 44th Place Southwest, Federal Way, WA 98023, United States of America",47.31285715,-122.3902171,,32219,44th Place Southwest,98023,Twin Lakes,Federal Way,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6763,-122.352,0,"512 North 65th Street, Seattle, WA 98103, United States of America",47.676268050000004,-122.35196313628488,,512,North 65th Street,98103,Phinney Ridge,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5319,-121.85,4.202519170752569,"36702 Southeast Gravenstein Court, Snoqualmie, WA 98065, United States of America",47.53186831991801,-121.85003052502563,,36702,Southeast Gravenstein Court,98065,Eagle Nest,Snoqualmie,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.2761,-122.152,2.338705100754145,"5805 37th Street Southeast, Auburn, WA 98092, United States of America",47.2761115,-122.152129,,5805,37th Street Southeast,98092,Muckleshoot,Auburn,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5343,-122.054,18.587921215440815,"400 Jasmine Place NW, Issaquah, WA 98027, United States of America",47.534159,-122.054133,,400,Jasmine Place NW,98027,,Issaquah,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.697,-122.072,22.80910749681949,"19851 NE Redmond Road, Redmond, WA 98053, United States of America",47.696957,-122.071702,,19851,NE Redmond Road,98053,,Redmond,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.5517,-121.998,9.776475701723843,"2500 NE Magnolia Street, Issaquah, WA 98029, United States of America",47.551782,-121.997953,,2500,NE Magnolia Street,98029,,Issaquah,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.6734,-122.38,0.6000648673966983,"1722 Northwest 61st Street, Seattle, WA 98107, United States of America",47.67336415,-122.37998452377249,,1722,Northwest 61st Street,98107,Ballard,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3257,-122.296,7.091287042651181,"2833 South 308th Lane, Federal Way, WA 98003, United States of America",47.325593299999994,-122.29603088854529,,2833,South 308th Lane,98003,,Federal Way,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3309,-122.299,0,"30204 26th Place South, Federal Way, WA 98003, United States of America",47.330830750000004,-122.29903608638091,,30204,26th Place South,98003,,Federal Way,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7689,-122.266,0,"19311 59th Place Northeast, Kenmore, WA 98028, United States of America",47.768919350000004,-122.26595882446925,,19311,59th Place Northeast,98028,,Kenmore,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7135,-122.287,3.117055831910731,"3825 NE 117th Street, Seattle, WA 98125, United States of America",47.713528,-122.286998,,3825,NE 117th Street,98125,Matthews Beach,Seattle,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.6722,-122.381,0,"1749 Northwest 60th Street, Seattle, WA 98107, United States of America",47.672174850000005,-122.38096905520683,,1749,Northwest 60th Street,98107,Ballard,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6338,-122.358,0,"1604 1st Avenue West, Seattle, WA 98119, United States of America",47.633808450000004,-122.35801521012618,,1604,1st Avenue West,98119,Queen Anne,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5707,-122.128,10.771883773924127,"15910 SE 42nd Place, Bellevue, WA 98006, United States of America",47.570671,-122.128137,,15910,SE 42nd Place,98006,,Bellevue,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.4563,-122.171,1.4095657584272328,"12759 Southeast 164th Street, Renton, WA 98058, United States of America",47.45623235,-122.17092160412888,,12759,Southeast 164th Street,98058,,Renton,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7144,-122.351,7.043072749325995,"11700 Evanston Avenue North, Seattle, WA 98133, United States of America",47.71433675,-122.3512091501932,,11700,Evanston Avenue North,98133,Broadview,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5495,-122.174,2.5570586746600994,"6026 125th Avenue Southeast, Bellevue, WA 98006, United States of America",47.549505387755104,-122.17403312244898,,6026,125th Avenue Southeast,98006,,Bellevue,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7421,-122.026,7.688018666629667,"15708 232nd Avenue NE, Woodinville, WA 98077, United States of America",47.742052,-122.025926,,15708,232nd Avenue NE,98077,,Woodinville,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.6354,-122.353,0.3427869166069203,"1816 2nd Avenue North, Seattle, WA 98109, United States of America",47.635441900000004,-122.35288034953956,,1816,2nd Avenue North,98109,Queen Anne,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5262,-121.943,13.192294981590488,"29901 SE 82nd Street, Issaquah, WA 98027, United States of America",47.526267,-121.943145,,29901,SE 82nd Street,98027,,Issaquah,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.3887,-122.286,5.932032267362811,"3704 South 239th Street, King County, WA 98032, United States of America",47.38869,-122.28618127104178,,3704,South 239th Street,98032,Midway,King County,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6873,-122.336,6.666850379258501,"8012 Wallingford Avenue North, Seattle, WA 98103, United States of America",47.687401449999996,-122.33612212504681,,8012,Wallingford Avenue North,98103,Maple Leaf,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6838,-122.353,0,"355 North 76th Street, Seattle, WA 98103, United States of America",47.6838216,-122.35294593463075,,355,North 76th Street,98103,Greenwood,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.655,-122.359,14.992659460229234,"3952 2nd Avenue Northwest, Seattle, WA 98107, United States of America",47.65502495,-122.35874078290524,,3952,2nd Avenue Northwest,98107,Fremont,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3255,-122.304,3.565078652354778,"2223 South 308th Street, Federal Way, WA 98003, United States of America",47.32553505,-122.30411667677734,,2223,South 308th Street,98003,,Federal Way,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.562,-122.162,4.619603102433753,"4625 Somerset Drive SE, Bellevue, WA 98006, United States of America",47.562037,-122.161972,,4625,Somerset Drive SE,98006,,Bellevue,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.679,-122.3,2.8947186397271794,"6849 26th Avenue Northeast, Seattle, WA 98115, United States of America",47.67899175,-122.29987601630013,,6849,26th Avenue Northeast,98115,Ravenna,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4479,-122.176,0,"17229 125th Avenue Southeast, Renton, WA 98058, United States of America",47.44783415,-122.17587842268887,,17229,125th Avenue Southeast,98058,,Renton,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.525,-122.172,0,"12703 Southeast 86th Place, Newcastle, WA 98056, United States of America",47.52501825,-122.17212415328287,,12703,Southeast 86th Place,98056,Olympus,Newcastle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3135,-122.369,19.2160553175615,"2719 Southwest 322nd Street, Federal Way, WA 98023, United States of America",47.3134782,-122.36932999999999,,2719,Southwest 322nd Street,98023,Twin Lakes,Federal Way,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.2086,-121.996,0,"1857 Lafromboise Street, Enumclaw, WA 98022, United States of America",47.208562,-121.9959625,,1857,Lafromboise Street,98022,,Enumclaw,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4715,-122.118,0,"14538 166th Place Southeast, Renton, WA 98059, United States of America",47.471553799999995,-122.1180651572756,,14538,166th Place Southeast,98059,,Renton,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4877,-122.335,0,"105 Southwest 129th Street, Burien, WA 98146, United States of America",47.48768285,-122.33509765363604,,105,Southwest 129th Street,98146,,Burien,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7171,-122.193,4.284939700723076,"13024 111th Avenue Northeast, Kirkland, WA 98034, United States of America",47.717115,-122.19322324521276,,13024,111th Avenue Northeast,98034,Juanita,Kirkland,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6012,-122.023,5.43566599291529,"23911 SE 8th Place, Sammamish, WA 98075, United States of America",47.601185,-122.022931,,23911,SE 8th Place,98075,,Sammamish,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.7319,-122.224,5.964711244024011,"14413 88th Avenue Northeast, Kirkland, WA 98034, United States of America",47.7317712,-122.22420307568237,,14413,88th Avenue Northeast,98034,,Kirkland,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4582,-122.023,8.59667284375498,"16037 239th Avenue Southeast, Issaquah, WA 98027, United States of America",47.458174,-122.023206,,16037,239th Avenue Southeast,98027,Four Lakes,Issaquah,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7209,-122.168,0,"13415 129th Place Northeast, Kirkland, WA 98034, United States of America",47.7208932,-122.1679863448845,,13415,129th Place Northeast,98034,,Kirkland,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.408,-122.327,11.799251896493898,"21619 Des Moines Creek Trail, Normandy Park, WA 98198, United States of America",47.40784505,-122.3270874,,21619,Des Moines Creek Trail,98198,Des Moines Creek,Normandy Park,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.565,-122.125,14.256276535224549,"16098 Southeast 45th Court, Bellevue, WA 98027, United States of America",47.564933,-122.124838,,16098,Southeast 45th Court,98027,Cougar Hills,Bellevue,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7028,-122.231,6.526079761661919,"8236 Northeast 115th Way, Kirkland, WA 98034, United States of America",47.7028488,-122.23121327987803,,8236,Northeast 115th Way,98034,,Kirkland,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7458,-122.331,4.356786190497035,"2320 North 161st Street, Seattle, WA 98133, United States of America",47.745836,-122.330977,,2320,North 161st Street,98133,Parkwood,Seattle,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.4776,-122.337,0,"14003 2nd Avenue Southwest, Burien, WA 98166, United States of America",47.477597900000006,-122.337023686863,,14003,2nd Avenue Southwest,98166,,Burien,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3026,-122.374,2.268429253942909,"33406 33rd Place Southwest, Federal Way, WA 98023, United States of America",47.3025513,-122.37389730000001,,33406,33rd Place Southwest,98023,,Federal Way,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7658,-122.339,3.0413352170310475,"18840 Densmore Avenue North, Shoreline, WA 98133, United States of America",47.76579334693878,-122.33903946938776,,18840,Densmore Avenue North,98133,Echo Lake,Shoreline,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6477,-122.182,12.791410786166082,"4114 118th Avenue Northeast, Kirkland, WA 98033, United States of America",47.647615900000005,-122.18171993711505,,4114,118th Avenue Northeast,98033,,Kirkland,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5619,-122.125,2.877928699112934,"4652 161st Avenue Southeast, Bellevue, WA 98006, United States of America",47.56190824958243,-122.12503635462465,,4652,161st Avenue Southeast,98006,Cougar Hills,Bellevue,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6106,-122.31,1.625257544275383,"904 17th Avenue, Seattle, WA 98122, United States of America",47.61058945,-122.30988328668684,,904,17th Avenue,98122,Central District,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5868,-122.308,4.103383311801712,"1806 19th Avenue South, Seattle, WA 98144, United States of America",47.586748099999994,-122.30786995357917,,1806,19th Avenue South,98144,Beacon Hill,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6101,-122.307,3.358923519230256,"1915 East Marion Street, Seattle, WA 98122, United States of America",47.610178950000005,-122.30689916490343,,1915,East Marion Street,98122,Central District,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.1976,-121.999,3.7021434420356103,"811 Harmony Lane, Enumclaw, WA 98022, United States of America",47.197638999999995,-121.999117,,811,Harmony Lane,98022,,Enumclaw,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7224,-122.358,2.7443337432550803,"12732 1st Avenue Northwest, Seattle, WA 98177, United States of America",47.7224128,-122.35789736144523,,12732,1st Avenue Northwest,98177,Broadview,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3505,-122.179,6.131298335103026,"12128 Southeast 280th Court, Kent, WA 98030, United States of America",47.35060895,-122.1789589704199,,12128,Southeast 280th Court,98030,,Kent,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5384,-122.376,0,"Our Lady of Guadalupe Church, 7000 35th Avenue Southwest, Seattle, WA 98126, United States of America",47.538895,-122.37591201131528,Our Lady of Guadalupe Church,7000,35th Avenue Southwest,98126,High Point,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7044,-122.2,12.40521792168457,"11611 106th Avenue Northeast, Kirkland, WA 98034, United States of America",47.7043805,-122.20025455089959,,11611,106th Avenue Northeast,98034,Juanita,Kirkland,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3848,-122.039,0,"22730 Southeast 242nd Street, Maple Valley, WA 98038, United States of America",47.384808,-122.0390853,,22730,Southeast 242nd Street,98038,Parkhaven Place,Maple Valley,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6993,-122.102,6.661393046009958,"11021 178th Court NE, Redmond, WA 98052, United States of America",47.699301,-122.101911,,11021,178th Court NE,98052,,Redmond,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.6627,-122.188,1.8779541220490148,"6206 114th Avenue Northeast, Kirkland, WA 98033, United States of America",47.662778349999996,-122.18795116986178,,6206,114th Avenue Northeast,98033,,Kirkland,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3099,-122.379,9.672484212837904,"32621 36th Avenue Southwest, Federal Way, WA 98023, United States of America",47.30978315,-122.3787813,,32621,36th Avenue Southwest,98023,,Federal Way,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.62,-122.043,7.439410247125867,"22314 NE 11th Place, Sammamish, WA 98074, United States of America",47.619983,-122.042904,,22314,NE 11th Place,98074,,Sammamish,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.65,-122.34,2.560814148860008,"3526 Ashworth Avenue North, Seattle, WA 98103, United States of America",47.6500519,-122.33995309189713,,3526,Ashworth Avenue North,98103,Fremont,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6647,-122.153,12.522622054451809,"6523 140th Place NE, Redmond, WA 98052, United States of America",47.664722,-122.152836,,6523,140th Place NE,98052,,Redmond,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.726,-122.191,7.131916661851325,"14004 113th Avenue Northeast, Kirkland, WA 98034, United States of America",47.7259942,-122.19081990637697,,14004,113th Avenue Northeast,98034,Oskams Corner,Kirkland,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4616,-122.184,3.01429253068845,"15859 118th Avenue Southeast, Renton, WA 98058, United States of America",47.461579900000004,-122.18389013192062,,15859,118th Avenue Southeast,98058,,Renton,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5505,-122.219,8.10291938145009,"9007 SE 58th Street, Mercer Island, WA 98040, United States of America",47.550532,-122.219097,,9007,SE 58th Street,98040,,Mercer Island,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.7606,-122.336,2.752169917601466,"18032 Burke Avenue North, Seattle, WA 98133, United States of America",47.760624,-122.335991,,18032,Burke Avenue North,98133,,Seattle,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.7481,-122.3,6.7084253679293555,"16400 27th Avenue Northeast, Shoreline, WA 98155, United States of America",47.748136,-122.299928,,16400,27th Avenue Northeast,98155,Briarcrest,Shoreline,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.2779,-122.347,0,"833 Southwest 361st Street, Federal Way, WA 98023, United States of America",47.277824100000004,-122.34701435256076,,833,Southwest 361st Street,98023,,Federal Way,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5511,-122.312,0,"5802 16th Avenue South, Seattle, WA 98108, United States of America",47.55111745,-122.31202395552043,,5802,16th Avenue South,98108,Georgetown,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5488,-122.372,0,"5942 31st Avenue Southwest, Seattle, WA 98126, United States of America",47.54883585,-122.37197097936419,,5942,31st Avenue Southwest,98126,Delridge,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5385,-121.911,35.5883963102383,"6917 Preston Fall City Road SE, Issaquah, WA 98027, United States of America",47.53853,-121.911472,,6917,Preston Fall City Road SE,98027,,Issaquah,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.4058,-121.994,0,"21820 260th Avenue Southeast, Maple Valley, WA 98038, United States of America",47.405816,-121.994022091515,,21820,260th Avenue Southeast,98038,,Maple Valley,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5093,-122.184,4.714651402005411,"2625 NE 20th Street, Renton, WA 98056, United States of America",47.50931,-122.183939,,2625,NE 20th Street,98056,,Renton,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.3777,-122.165,2.3288289680040912,"25002 132nd Avenue Southeast, Kent, WA 98042, United States of America",47.37771215,-122.16488605277726,,25002,132nd Avenue Southeast,98042,Kensington Heights,Kent,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
