date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,year_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,city,year,month,day
2015-02-13,369000.0,5,1.5,2550,6300.0,1.0,0,0,4,7,990,1959,0,98056,47.5014,-122.172,1380,6300,Newcastle,2015,2,13
2015-01-14,332500.0,3,1.5,1500,6332.0,1.0,0,0,3,7,0,1953,0,98125,47.7274,-122.312,1500,6337,Seattle,2015,1,14
2015-05-06,515000.0,3,2.5,3000,8250.0,1.0,0,0,4,8,1240,1963,0,98008,47.6191,-122.112,2040,8250,Bellevue,2015,5,6
2014-06-05,269000.0,3,1.0,1690,4250.0,1.0,0,0,3,7,670,1967,0,98178,47.4945,-122.258,1820,8865,Seattle,2014,6,5
2014-07-30,1278000.0,4,4.0,4390,17832.0,1.0,0,0,4,11,1960,1994,0,98059,47.5283,-122.143,3090,12369,Renton,2014,7,30
2015-02-06,303000.0,3,2.5,1560,4100.0,2.0,0,0,3,7,0,1985,0,98055,47.4733,-122.189,1660,4400,Renton,2015,2,6
2014-11-10,400000.0,3,1.0,1130,4100.0,1.0,0,0,3,7,140,1941,0,98117,47.6856,-122.385,1800,4100,Seattle,2014,11,10
2015-02-04,225000.0,3,1.0,1020,8437.0,1.0,0,0,5,6,0,1987,0,98022,47.2093,-122.0,1420,8500,Enumclaw,2015,2,4
2014-09-16,219000.0,2,2.0,1310,2550.0,2.0,0,0,3,6,0,2004,0,98038,47.3496,-122.022,1310,2550,Maple Valley,2014,9,16
2014-12-31,605000.0,3,2.5,2570,9487.0,2.0,0,3,3,9,0,1989,0,98011,47.7408,-122.216,2490,9898,Bothell,2014,12,31
2014-10-14,625000.0,4,2.0,2020,6867.0,1.0,0,0,5,8,1010,1942,0,98115,47.7,-122.292,1250,6842,Seattle,2014,10,14
2015-02-24,380000.0,5,2.0,1680,3240.0,1.0,0,0,3,5,840,1906,0,98144,47.5965,-122.311,1380,1260,Seattle,2015,2,24
2015-04-24,620000.0,4,2.0,1770,7700.0,1.5,0,0,4,7,0,1962,0,98007,47.5916,-122.146,1710,7700,Bellevue,2015,4,24
2014-06-27,687500.0,4,2.75,3190,10970.0,2.0,0,0,3,10,0,1994,0,98075,47.5862,-122.029,2850,8416,Sammamish,2014,6,27
2014-07-23,225500.0,4,2.0,1440,7950.0,1.0,0,0,5,6,0,1962,0,98058,47.4517,-122.082,1530,20037,Renton,2014,7,23
2014-12-15,252500.0,3,2.0,1150,6000.0,1.0,0,0,5,7,0,1956,0,98178,47.49800000000001,-122.263,1980,6360,Seattle,2014,12,15
2014-10-29,510000.0,3,2.5,1860,3658.0,2.0,0,0,3,8,0,1994,0,98029,47.5703,-122.004,1840,3739,Issaquah,2014,10,29
2014-05-07,510000.0,4,2.5,2430,5203.0,2.0,0,0,3,8,0,2003,0,98155,47.7402,-122.317,2260,7474,Shoreline,2014,5,7
2014-08-08,725000.0,3,2.5,1940,4000.0,1.5,0,0,5,7,0,1906,0,98109,47.6372,-122.352,1440,4000,Seattle,2014,8,8
2015-02-17,75000.0,1,0.0,670,43377.0,1.0,0,0,3,3,0,1966,0,98022,47.2638,-121.906,1160,42882,Enumclaw,2015,2,17
2015-03-12,492000.0,2,1.0,880,2970.0,1.0,0,0,3,7,0,1927,0,98103,47.6868,-122.349,1370,3060,Seattle,2015,3,12
2015-03-11,425000.0,4,2.5,1930,14196.0,1.0,0,0,4,7,600,1977,0,98072,47.7407,-122.097,1470,12852,Woodinville,2015,3,11
2015-04-21,1955000.0,4,2.75,3120,7898.0,1.0,1,4,4,8,1560,1963,0,98034,47.7165,-122.259,2630,13868,Kirkland,2015,4,21
2015-03-09,298900.0,3,2.5,1830,6162.0,2.0,0,0,3,8,0,1994,0,98092,47.3291,-122.17,1860,7017,Auburn,2015,3,9
2015-04-06,699000.0,4,2.5,3230,40319.0,2.0,0,0,4,10,0,1987,0,98027,47.4856,-122.069,2990,40234,Issaquah,2015,4,6
2014-07-02,310000.0,2,1.0,700,3000.0,1.0,0,0,4,6,0,1918,0,98103,47.6846,-122.346,1560,4500,Seattle,2014,7,2
2014-12-22,350000.0,3,1.75,1010,8580.0,1.0,0,0,3,7,0,1961,0,98033,47.6703,-122.174,1500,8580,Kirkland,2014,12,22
2014-12-29,790000.0,4,1.75,2460,10061.0,1.0,1,4,3,7,1050,1961,0,98178,47.5105,-122.238,2300,10061,Seattle,2014,12,29
2014-07-29,305000.0,4,2.5,2230,5000.0,2.0,0,0,3,8,0,2003,0,98031,47.3919,-122.184,2230,6137,Kent,2014,7,29
2014-10-02,315000.0,3,2.5,1570,2865.0,2.0,0,0,3,7,0,2003,0,98118,47.5412,-122.288,1610,2582,Seattle,2014,10,2
2014-08-12,267500.0,5,3.5,2390,6600.0,2.0,0,0,5,7,0,1977,0,98042,47.3737,-122.115,1140,6600,Covington,2014,8,12
2014-08-19,1750000.0,4,3.25,3460,7749.0,2.0,0,1,3,10,440,1950,1998,98115,47.6849,-122.273,3030,8680,Seattle,2014,8,19
2014-08-13,435000.0,6,3.5,2400,8620.0,2.0,0,0,3,8,760,1987,0,98034,47.7152,-122.162,1940,7350,Kirkland,2014,8,13
2014-09-05,482500.0,6,4.5,2940,7500.0,1.5,0,0,4,8,0,1966,0,98034,47.7208,-122.182,2010,7500,Kirkland,2014,9,5
2014-10-20,5110800.0,5,5.25,8010,45517.0,2.0,1,4,3,12,2020,1999,0,98033,47.6767,-122.211,3430,26788,Kirkland,2014,10,20
2014-08-28,439995.0,3,1.75,1570,8400.0,1.0,0,0,4,7,0,1959,0,98133,47.76,-122.34,1860,8639,Seattle,2014,8,28
2015-05-08,460000.0,3,3.0,1520,7500.0,1.0,0,0,3,7,340,1967,0,98034,47.7276,-122.181,2080,8000,Kirkland,2015,5,8
2014-07-29,194000.0,3,1.0,1070,6440.0,1.0,0,0,4,7,0,1971,0,98023,47.3186,-122.373,1190,6532,Federal Way,2014,7,29
2014-10-09,290000.0,2,0.75,440,8313.0,1.0,1,3,4,5,0,1943,0,98070,47.4339,-122.512,880,26289,Vashon,2014,10,9
2014-07-15,274700.0,4,2.0,2440,9600.0,1.0,0,0,5,7,1220,1963,0,98031,47.4142,-122.179,1370,9600,Kent,2014,7,15
2015-03-17,900000.0,4,2.5,2660,3672.0,2.0,0,0,5,8,860,1910,0,98105,47.6609,-122.324,1510,3825,Seattle,2015,3,17
2014-05-07,1150000.0,4,4.0,4460,103382.0,2.0,0,0,3,11,0,2001,0,98053,47.63399999999999,-121.997,3470,88519,Union Hill-Novelty Hill,2014,5,7
2014-09-03,605000.0,3,2.5,2010,3667.0,2.0,0,0,3,9,0,2008,0,98027,47.545,-122.015,2350,3600,Issaquah,2014,9,3
2015-03-09,359000.0,3,2.5,1450,3850.0,2.0,0,0,3,7,0,2004,0,98065,47.5318,-121.85,1970,3748,Snoqualmie,2015,3,9
2014-10-08,850000.0,3,1.75,1400,9900.0,1.0,0,0,3,7,0,1951,0,98004,47.6272,-122.209,1810,10796,Bellevue,2014,10,8
2014-08-21,505000.0,3,2.0,1500,2500.0,2.0,0,0,3,8,0,2002,0,98107,47.6748,-122.385,1550,5000,Seattle,2014,8,21
2014-07-09,565000.0,3,2.5,2500,7394.0,2.0,0,0,3,9,0,1990,0,98072,47.7441,-122.173,2790,7642,Woodinville,2014,7,9
2015-04-29,585000.0,2,1.75,1280,7110.0,1.0,0,0,4,7,280,1955,0,98118,47.5569,-122.273,1550,6835,Seattle,2015,4,29
2015-04-30,328000.0,4,3.25,3380,7500.0,2.0,0,3,3,7,960,1990,0,98198,47.4092,-122.33,1920,7500,Des Moines,2015,4,30
2014-07-09,749950.0,4,2.75,2910,18700.0,1.0,0,0,3,9,700,1957,1995,98177,47.7557,-122.368,2420,26140,Seattle,2014,7,9
2014-06-26,826000.0,4,2.5,3060,7140.0,2.0,0,0,3,9,0,2006,0,98027,47.5393,-121.998,3240,6218,Issaquah,2014,6,26
2014-09-04,535000.0,3,1.0,1330,40259.0,1.0,0,0,4,7,0,1977,0,98024,47.552,-121.89,1710,34787,Fall City,2014,9,4
2014-08-06,925000.0,4,2.5,3300,101930.0,2.0,0,0,4,10,0,1991,0,98029,47.576,-121.976,2880,213879,Issaquah,2014,8,6
2014-06-05,875000.0,3,3.5,3250,6000.0,2.0,0,0,3,10,750,2001,0,98136,47.5533,-122.391,1650,6000,Seattle,2014,6,5
2014-05-23,902000.0,4,2.25,2530,9200.0,1.0,0,0,5,9,960,1976,0,98006,47.5612,-122.152,3030,9400,Bellevue,2014,5,23
2014-10-01,423000.0,3,1.0,1830,13900.0,1.0,0,0,3,7,0,1951,0,98133,47.7654,-122.352,1840,10667,Seattle,2014,10,1
2014-06-23,235000.0,3,1.0,1170,11100.0,1.0,0,0,4,6,0,1968,0,98059,47.4954,-122.164,2080,8481,Renton,2014,6,23
2014-07-10,545000.0,2,2.0,2930,14057.0,1.0,0,2,4,8,1250,1980,0,98070,47.4025,-122.463,2234,61011,Vashon,2014,7,10
2014-10-16,343000.0,2,1.0,1230,7560.0,1.0,0,0,3,7,0,1961,0,98133,47.7298,-122.34,1270,7560,Seattle,2014,10,16
2015-03-24,334950.0,3,2.5,1620,2930.0,2.0,0,0,3,8,0,2002,0,98058,47.4491,-122.12,1900,2943,Renton,2015,3,24
2014-09-09,405000.0,3,1.75,1760,5355.0,1.0,0,0,3,7,600,1956,0,98118,47.5368,-122.267,1790,6225,Seattle,2014,9,9
2014-12-15,220000.0,4,1.0,1440,8250.0,1.0,0,0,3,7,0,1959,0,98188,47.4325,-122.291,1440,8466,Seatac,2014,12,15
2014-10-02,173000.0,2,1.0,1740,8100.0,1.0,0,0,3,6,690,1947,0,98168,47.4942,-122.304,960,8100,Burien,2014,10,2
2014-11-07,655000.0,3,1.0,1270,3600.0,1.5,0,0,3,7,0,1906,0,98119,47.6368,-122.37,1710,3600,Seattle,2014,11,7
2015-01-07,406000.0,2,1.0,880,3000.0,1.0,0,0,3,6,0,1924,0,98115,47.6749,-122.323,890,3000,Seattle,2015,1,7
2014-12-17,632000.0,6,2.5,2560,8320.0,1.0,0,0,3,7,1190,1961,0,98125,47.7021,-122.287,2360,7800,Seattle,2014,12,17
2014-11-26,357000.0,5,2.75,1540,4000.0,1.0,0,0,3,7,400,1990,0,98106,47.533,-122.354,1630,4000,Seattle,2014,11,26
2014-12-09,361000.0,3,1.75,1150,17585.0,1.0,0,0,3,7,0,1964,0,98014,47.6503,-121.908,1200,7500,Carnation,2014,12,9
2014-07-08,277000.0,2,1.0,770,8149.0,1.0,0,0,3,6,0,1948,0,98155,47.7458,-122.298,1160,8149,Shoreline,2014,7,8
2014-06-05,630000.0,4,3.75,4610,40202.0,1.0,0,0,4,10,2110,1980,0,98027,47.4599,-122.0,3050,41056,Issaquah,2014,6,5
2014-05-09,254000.0,3,2.5,1850,4597.0,2.0,0,0,3,8,0,2003,0,98042,47.3755,-122.136,2210,5000,Covington,2014,5,9
2014-11-13,472800.0,3,2.25,1840,8400.0,1.0,0,0,3,8,550,1961,0,98006,47.5497,-122.172,2110,8400,Bellevue,2014,11,13
2014-09-22,263000.0,3,1.75,1490,3800.0,1.0,0,0,3,6,790,1913,0,98118,47.5554,-122.27,2180,4000,Seattle,2014,9,22
2015-05-04,510000.0,3,1.75,1490,3800.0,1.0,0,0,3,6,790,1913,0,98118,47.5554,-122.27,2180,4000,Seattle,2015,5,4
2014-11-07,179950.0,3,1.0,960,10125.0,1.0,0,0,4,7,0,1952,0,98003,47.3335,-122.305,1250,9769,Federal Way,2014,11,7
2014-12-03,525000.0,4,2.25,1580,7307.0,1.0,0,0,3,8,420,1973,0,98027,47.569,-122.086,2020,7458,Issaquah,2014,12,3
2014-05-20,479000.0,3,2.5,1260,889.0,3.0,0,0,3,8,0,2008,0,98109,47.6277,-122.345,1340,1324,Seattle,2014,5,20
2014-09-04,651000.0,3,2.0,1940,6440.0,1.0,0,2,5,7,970,1940,0,98116,47.5664,-122.389,1730,4640,Seattle,2014,9,4
2014-09-11,949000.0,4,1.75,2490,7834.0,1.0,0,3,4,8,1250,1958,0,98033,47.6851,-122.209,3210,7834,Kirkland,2014,9,11
2015-04-21,392400.0,5,2.5,2520,27951.0,1.5,0,0,3,7,630,1942,1970,98155,47.7733,-122.318,1830,14373,Shoreline,2015,4,21
2014-11-05,585000.0,4,1.75,1760,5356.0,1.0,0,0,4,7,840,1950,0,98115,47.679,-122.288,1680,5184,Seattle,2014,11,5
2014-12-12,460000.0,4,2.5,4190,7504.0,2.0,0,0,3,7,0,2004,0,98058,47.4394,-122.114,2480,6727,Renton,2014,12,12
2014-08-13,470000.0,3,1.0,1170,4400.0,1.0,0,0,3,7,300,1951,0,98199,47.6584,-122.391,1240,4400,Seattle,2014,8,13
2015-04-06,245000.0,3,2.5,1600,4271.0,2.0,0,0,3,7,0,2003,0,98038,47.386,-122.036,1520,3225,Maple Valley,2015,4,6
2014-11-25,500000.0,4,2.0,2760,27631.0,2.0,0,0,4,8,960,1978,0,98155,47.7484,-122.291,2490,13158,Shoreline,2014,11,25
2014-11-13,455000.0,3,2.5,2090,8653.0,2.0,0,0,3,8,0,1989,0,98011,47.7498,-122.184,2090,6396,Bothell,2014,11,13
2015-04-08,485500.0,4,2.5,2320,3974.0,2.0,0,0,3,7,0,1999,0,98065,47.532,-121.88,2620,4539,Snoqualmie,2015,4,8
2014-12-22,1875000.0,5,3.25,4110,7920.0,2.0,0,3,3,9,960,1921,0,98122,47.617,-122.282,3890,7800,Seattle,2014,12,22
2014-07-17,100000.0,2,1.0,770,17334.0,1.0,0,0,3,7,0,1978,0,98001,47.2997,-122.269,1480,17334,Auburn,2014,7,17
2014-09-05,307000.0,3,1.75,1410,16105.0,1.0,0,0,3,7,0,1982,0,98014,47.6927,-121.913,1550,18615,Carnation,2014,9,5
2014-10-10,475000.0,4,3.5,3660,14401.0,2.0,0,0,3,10,1000,1994,0,98023,47.3076,-122.396,2780,10653,Federal Way,2014,10,10
2015-02-19,330000.0,4,2.5,2180,7210.0,1.0,0,0,3,7,990,1972,0,98011,47.7419,-122.181,2070,7210,Bothell,2015,2,19
2015-02-09,130000.0,3,1.0,1110,7520.0,1.0,0,0,4,7,0,1960,0,98033,47.683,-122.176,1440,8400,Kirkland,2015,2,9
2014-06-23,320000.0,3,2.5,2280,7417.0,2.0,0,0,3,8,0,1998,0,98001,47.3557,-122.278,2370,6443,Auburn,2014,6,23
2014-06-06,735000.0,4,2.5,2820,6180.0,2.0,0,0,3,9,770,2013,0,98118,47.5529,-122.281,1390,4635,Seattle,2014,6,6
2015-03-12,365000.0,4,2.5,1570,9600.0,1.0,0,0,3,7,770,1972,0,98155,47.7757,-122.303,1340,9110,Shoreline,2015,3,12
2015-04-16,234000.0,3,1.5,1200,11935.0,1.0,0,0,4,7,0,1968,0,98042,47.3434,-122.082,1350,11935,Covington,2015,4,16
2014-08-27,211000.0,4,2.0,1710,8288.0,1.5,0,0,3,7,0,1970,0,98031,47.3947,-122.174,1710,7200,Kent,2014,8,27
2015-03-30,680000.0,6,3.5,3000,6320.0,2.0,0,2,3,8,600,1969,0,98118,47.562,-122.279,1720,6360,Seattle,2015,3,30
2014-11-12,457000.0,4,3.0,2800,7845.0,2.0,0,0,3,8,0,2002,0,98038,47.3544,-122.013,2800,6977,Maple Valley,2014,11,12
2014-10-09,349000.0,3,2.25,1640,7261.0,2.0,0,0,3,7,0,1989,0,98034,47.7192,-122.176,1640,6789,Kirkland,2014,10,9
2014-10-24,360000.0,3,2.75,2030,6840.0,1.0,0,0,3,7,820,1979,0,98108,47.5413,-122.299,1910,6365,Seattle,2014,10,24
2015-04-14,350000.0,4,2.5,2530,10155.0,2.0,0,0,3,8,0,1998,0,98042,47.351000000000006,-122.146,2330,7205,Covington,2015,4,14
2015-04-30,208000.0,3,1.0,990,7420.0,1.0,0,0,5,6,0,1960,0,98002,47.2898,-122.221,1010,7420,Auburn,2015,4,30
2014-06-18,250275.0,2,1.0,790,11234.0,1.0,0,0,4,6,0,1942,0,98166,47.4413,-122.349,1930,11871,Normandy Park,2014,6,18
2015-04-28,435000.0,2,1.0,790,11234.0,1.0,0,0,4,6,0,1942,0,98166,47.4413,-122.349,1930,11871,Normandy Park,2015,4,28
2014-12-05,270000.0,3,1.75,1800,7763.0,1.0,0,0,3,6,330,1984,0,98030,47.3766,-122.184,1440,7483,Kent,2014,12,5
2014-05-27,438000.0,3,1.75,1650,12940.0,1.0,0,0,4,7,0,1961,0,98028,47.7629,-122.268,2830,12600,Kenmore,2014,5,27
2014-11-19,659000.0,4,2.0,1980,23625.0,2.0,0,0,3,8,0,1938,1984,98072,47.7553,-122.092,2300,24640,Woodinville,2014,11,19
2015-05-04,645000.0,4,2.75,2340,6350.0,1.0,0,0,4,7,1030,1974,0,98126,47.5559,-122.379,2020,6350,Seattle,2015,5,4
2014-10-30,685100.0,4,2.5,2790,5423.0,2.0,0,0,3,9,0,1999,0,98074,47.6085,-122.017,2450,6453,Sammamish,2014,10,30
2015-02-27,375000.0,2,1.0,1840,81892.0,1.0,0,0,3,6,0,1955,0,98072,47.7694,-122.124,2550,40089,Woodinville,2015,2,27
2014-07-15,170000.0,3,1.5,1350,81549.0,1.0,0,0,2,7,0,1966,0,98092,47.3099,-122.09,2220,93825,Auburn,2014,7,15
2014-06-24,880000.0,4,2.5,3030,3841.0,3.0,0,0,3,9,0,2005,0,98117,47.6781,-122.369,1080,4922,Seattle,2014,6,24
2015-04-19,410500.0,4,2.5,1980,5000.0,2.0,0,0,3,8,0,2008,0,98014,47.6492,-121.908,1400,8500,Carnation,2015,4,19
2014-10-23,780000.0,4,2.5,3690,13609.0,2.0,0,2,3,10,0,1996,0,98075,47.5872,-121.972,3600,13609,Sammamish,2014,10,23
2014-09-10,1225000.0,5,4.5,3732,4426.0,2.5,0,0,3,10,800,2001,0,98112,47.6189,-122.288,2950,4000,Seattle,2014,9,10
2014-11-13,449000.0,2,1.75,1510,6852.0,1.0,0,0,3,8,0,2005,0,98053,47.7073,-122.012,1510,5912,Union Hill-Novelty Hill,2014,11,13
2014-05-14,546000.0,3,1.75,2000,5000.0,1.0,0,0,4,7,890,1921,0,98117,47.6859,-122.399,1750,5000,Seattle,2014,5,14
2014-05-16,317000.0,3,2.0,1760,11410.0,1.0,0,0,5,7,700,1977,0,98058,47.4528,-122.163,1680,9165,Renton,2014,5,16
2014-06-25,276900.0,3,1.0,1270,7566.0,1.0,0,0,4,7,0,1958,0,98056,47.5074,-122.175,1780,7520,Newcastle,2014,6,25
2014-10-28,399000.0,5,2.0,2620,7030.0,1.0,0,0,3,8,1200,1965,0,98133,47.7338,-122.352,1360,7964,Seattle,2014,10,28
2014-08-08,495000.0,5,2.75,2630,10165.0,1.0,0,0,4,8,940,1976,0,98027,47.5196,-122.049,2440,10165,Issaquah,2014,8,8
2014-08-08,258000.0,3,1.75,2270,9000.0,1.0,0,0,4,8,940,1978,0,98023,47.3077,-122.381,2090,8400,Federal Way,2014,8,8
2014-07-10,600000.0,2,2.5,2410,102366.0,1.0,0,0,4,7,470,1912,1989,98024,47.5629,-121.918,2460,310582,Fall City,2014,7,10
2014-11-17,265000.0,3,2.75,1120,881.0,3.0,0,0,3,8,0,1999,0,98103,47.6914,-122.343,1120,1087,Seattle,2014,11,17
2015-04-24,321000.0,5,2.75,3030,7000.0,1.0,0,0,4,7,1490,1978,0,98032,47.3661,-122.28,1790,7330,Auburn,2015,4,24
2014-08-29,682000.0,5,2.25,2120,4000.0,1.5,0,0,4,7,400,1910,0,98109,47.644,-122.353,1960,4000,Seattle,2014,8,29
2014-11-14,295700.0,4,2.5,1720,5805.0,2.0,0,0,3,8,0,2000,0,98092,47.3286,-122.208,2360,7700,Auburn,2014,11,14
2014-05-06,609000.0,4,2.5,2150,37981.0,2.0,0,0,3,9,0,1985,0,98052,47.7227,-122.098,2450,37981,Redmond,2014,5,6
2014-06-25,995000.0,3,4.5,4380,47044.0,2.0,1,3,3,9,660,1968,1990,98166,47.4734,-122.365,2460,18512,Normandy Park,2014,6,25
2014-08-18,530000.0,3,2.25,2010,11817.0,2.0,0,0,4,8,0,1986,0,98029,47.5665,-122.023,2190,10168,Issaquah,2014,8,18
2014-12-29,614000.0,5,2.5,3150,5150.0,2.0,0,0,5,8,1280,1907,2004,98118,47.5506,-122.269,1550,5150,Seattle,2014,12,29
2014-11-24,390000.0,3,2.5,2500,21780.0,1.0,0,0,3,8,730,1986,0,98092,47.3282,-122.198,2670,23400,Auburn,2014,11,24
2014-11-10,467000.0,3,2.5,1690,6642.0,2.0,0,0,3,7,0,2004,0,98053,47.6793,-122.033,2120,5080,Union Hill-Novelty Hill,2014,11,10
2014-08-13,484000.0,6,2.5,3300,13501.0,1.0,0,0,3,8,1240,1980,0,98059,47.5116,-122.163,2060,8745,Renton,2014,8,13
2014-11-13,340000.0,3,2.5,1240,1115.0,3.0,0,0,3,8,0,2003,0,98103,47.6985,-122.34,1410,1355,Seattle,2014,11,13
2014-12-23,302495.0,3,2.5,2200,7201.0,2.0,0,0,3,8,0,1994,0,98030,47.3821,-122.207,2250,7240,Kent,2014,12,23
2014-09-25,532500.0,3,1.75,1620,3360.0,1.0,0,0,5,7,640,1927,0,98117,47.6886,-122.361,1400,3840,Seattle,2014,9,25
2014-09-10,441500.0,3,2.5,2420,9592.0,2.0,0,0,3,8,640,1993,0,98059,47.5093,-122.153,2420,9145,Renton,2014,9,10
2014-07-24,470000.0,4,2.5,2680,8062.0,1.0,0,3,4,7,1150,1967,0,98198,47.4132,-122.328,1920,8600,Des Moines,2014,7,24
2014-06-25,2300000.0,4,3.25,4250,8570.0,2.0,0,0,3,9,0,2004,0,98004,47.6154,-122.21,2830,12821,Bellevue,2014,6,25
2014-12-17,590000.0,3,2.5,2400,99752.0,1.0,0,0,3,9,0,1996,0,98058,47.3917,-122.084,2800,98010,Renton,2014,12,17
2014-07-29,320000.0,3,1.75,2300,12000.0,1.0,0,0,3,8,530,1942,0,98133,47.7599,-122.343,2030,6000,Seattle,2014,7,29
2014-11-03,363000.0,2,2.0,920,1201.0,2.0,0,0,3,8,120,2009,0,98144,47.5926,-122.295,1150,1161,Seattle,2014,11,3
2014-07-07,747500.0,4,2.25,2350,18600.0,2.0,0,0,4,9,0,1977,0,98028,47.7473,-122.257,2880,14400,Kenmore,2014,7,7
2014-07-23,750000.0,2,2.5,2630,7957.0,2.0,0,0,3,8,0,2003,0,98053,47.7106,-122.023,2305,7220,Union Hill-Novelty Hill,2014,7,23
2014-05-05,831000.0,4,3.0,2170,4000.0,2.0,0,0,4,9,560,1982,2011,98112,47.6196,-122.292,1670,4000,Seattle,2014,5,5
2015-04-24,403000.0,3,2.5,1700,4125.0,2.0,0,0,3,7,0,2004,0,98065,47.5305,-121.854,1970,4105,Snoqualmie,2015,4,24
2014-08-08,445000.0,3,2.5,2470,4565.0,2.0,0,0,3,7,0,2005,0,98056,47.514,-122.189,2470,5064,Newcastle,2014,8,8
2015-03-26,345000.0,3,1.0,1250,17380.0,1.0,0,0,4,7,0,1970,0,98072,47.7502,-122.108,1410,18200,Woodinville,2015,3,26
2015-02-09,2260000.0,3,3.5,3110,14872.0,1.0,0,0,3,10,0,2003,0,98004,47.6178,-122.209,3110,12433,Bellevue,2015,2,9
2014-06-16,371025.0,3,2.0,1530,8925.0,1.0,0,0,3,7,0,1977,0,98011,47.736,-122.199,2040,8856,Bothell,2014,6,16
2014-07-30,355000.0,2,1.0,960,6250.0,1.0,0,0,3,6,0,1916,0,98136,47.5491,-122.386,1350,6250,Seattle,2014,7,30
2014-09-09,270000.0,3,1.0,1240,14110.0,1.0,0,0,4,7,0,1972,0,98058,47.4579,-122.09,2060,19350,Renton,2014,9,9
2014-06-05,425000.0,4,2.75,2440,15349.0,2.0,0,1,4,7,0,1957,0,98198,47.4117,-122.333,2280,9250,Des Moines,2014,6,5
2015-03-13,364808.0,3,1.75,2320,7875.0,1.0,0,0,3,8,700,1967,0,98058,47.4524,-122.146,1990,9720,Renton,2015,3,13
2015-01-13,320000.0,3,2.25,1580,6561.0,1.0,0,0,3,8,380,1981,0,98058,47.4394,-122.14,1710,7241,Renton,2015,1,13
2014-10-14,325000.0,4,2.5,2963,5797.0,2.0,0,0,3,9,0,2006,0,98030,47.3831,-122.185,2665,6119,Kent,2014,10,14
2014-09-04,350000.0,3,2.25,2470,10290.0,2.0,0,0,3,8,240,1984,0,98058,47.4459,-122.124,1970,10150,Renton,2014,9,4
2015-02-19,170000.0,3,1.5,1370,10176.0,1.0,0,0,3,6,0,1947,0,98168,47.4738,-122.263,1650,10176,Burien,2015,2,19
2014-05-09,255000.0,2,1.0,960,28717.0,1.0,0,0,4,6,0,1984,0,98070,47.3356,-122.502,1860,28717,Vashon,2014,5,9
2014-12-10,550000.0,3,1.0,1130,7500.0,1.0,0,0,3,7,250,1947,0,98117,47.6973,-122.389,2190,5250,Seattle,2014,12,10
2014-07-03,835000.0,4,4.25,4930,25714.0,2.0,0,0,3,12,0,2005,0,98092,47.3069,-122.148,3620,23035,Auburn,2014,7,3
2015-03-10,420000.0,3,1.0,1150,5120.0,1.0,0,0,4,6,350,1946,0,98116,47.5588,-122.392,1220,5120,Seattle,2015,3,10
2014-05-14,925000.0,4,2.5,2190,7350.0,2.5,0,0,5,8,0,1958,0,98040,47.5786,-122.236,1880,7350,Mercer Island,2014,5,14
2014-06-06,389250.0,2,1.5,1490,4080.0,1.0,0,0,3,7,560,1956,0,98126,47.5344,-122.381,1320,4080,Seattle,2014,6,6
2015-05-01,748000.0,3,2.5,2600,10183.0,1.0,0,0,3,8,1300,2004,0,98033,47.6984,-122.201,1860,10401,Kirkland,2015,5,1
2015-03-24,284000.0,3,1.75,1530,9600.0,1.0,0,0,3,7,330,1988,0,98042,47.3594,-122.076,1680,9680,Covington,2015,3,24
2014-06-11,588000.0,4,2.0,1680,5000.0,1.0,0,0,3,7,700,1950,0,98115,47.6858,-122.286,1680,6000,Seattle,2014,6,11
2015-03-20,372500.0,3,1.75,1680,8648.0,1.0,0,0,4,7,0,1963,0,98133,47.7338,-122.332,1290,8147,Seattle,2015,3,20
2015-02-18,285000.0,4,3.0,1900,7194.0,2.0,0,0,4,7,0,1988,0,98042,47.3768,-122.117,1690,7194,Covington,2015,2,18
2014-05-27,360000.0,3,1.0,1570,9467.0,1.0,0,0,3,7,0,1954,0,98177,47.7683,-122.359,1570,9100,Seattle,2014,5,27
2014-11-18,275000.0,3,1.0,1370,17859.0,1.0,0,0,4,7,220,1930,0,98024,47.5617,-121.859,1460,47044,Fall City,2014,11,18
2014-09-16,428000.0,2,2.0,1350,4225.0,1.0,0,0,3,8,0,2003,0,98053,47.7106,-122.03,1660,4225,Union Hill-Novelty Hill,2014,9,16
2015-03-25,847000.0,6,2.5,3010,17864.0,2.0,0,0,3,8,0,1969,0,98177,47.7209,-122.372,2560,11532,Seattle,2015,3,25
2014-09-26,316000.0,3,1.0,1010,7838.0,1.0,0,0,4,6,0,1977,0,98019,47.7422,-121.981,1380,8128,Duvall,2014,9,26
2015-05-05,375000.0,3,2.5,2050,7205.0,2.0,0,0,3,8,0,2000,0,98003,47.3487,-122.304,2050,7264,Federal Way,2015,5,5
2014-05-08,533000.0,3,1.0,1670,4080.0,1.0,0,0,3,7,500,1967,0,98115,47.6899,-122.321,1560,4080,Seattle,2014,5,8
2014-05-23,556000.0,5,2.5,3840,16905.0,2.0,0,0,3,11,0,1991,0,98023,47.2996,-122.342,3270,12133,Federal Way,2014,5,23
2014-09-15,225000.0,4,2.0,2220,14120.0,1.0,0,0,3,7,1020,1966,0,98042,47.361,-122.116,1300,9709,Covington,2014,9,15
